country,iq
Country_1,107.45071229516849
Country_1,97.92603548243223
Country_1,109.71532807151038
Country_1,122.84544784612038
Country_1,96.48769937914996
Country_1,96.4879456457623
Country_1,123.68819223261087
Country_1,111.51152093729362
Country_1,92.95788421097572
Country_1,108.13840065378947
Country_1,93.04873460781306
Country_1,93.01405369644614
Country_1,103.62943407349051
Country_1,71.30079633013304
Country_1,74.12623251230451
Country_1,91.5656870613854
Country_1,84.80753319498365
Country_1,104.71370998892911
Country_1,86.37963886718184
Country_1,78.81544447997062
Country_1,121.98473153382331
Country_1,96.61335549270197
Country_1,101.01292307031886
Country_1,78.62877720679815
Country_1,91.83425913212226
Country_1,101.66383884564799
Country_1,82.73509633866546
Country_1,105.63547027518509
Country_1,90.99041965121792
Country_1,95.62459375310085
Country_1,90.97440081655904
Country_1,127.78417276763406
Country_1,99.79754162893099
Country_1,84.1343360656615
Country_1,112.33817368154783
Country_1,81.68734525043467
Country_1,103.13295392507133
Country_1,70.60494814180336
Country_1,80.07720926652354
Country_1,102.95291853803685
Country_1,111.07699869993115
Country_1,102.57052421784955
Country_1,98.2652757641764
Country_1,95.48344456616067
Country_1,77.82217014448858
Country_1,89.20233687407936
Country_1,93.09041843560318
Country_1,115.85683339328374
Country_1,105.15427434352692
Country_1,73.554397669559
Country_1,104.86125954092192
Country_1,94.22376579375525
Country_1,89.84616999541062
Country_1,109.17514433261302
Country_1,115.46499283743927
Country_1,113.96920178674299
Country_1,87.41173715166042
Country_1,95.36181436223178
Country_1,104.96895147105346
Country_1,114.63317690683539
Country_1,92.81238643232065
Country_1,97.21511535004274
Country_1,83.40497538990958
Country_1,82.05690063878994
Country_1,112.18788733591298
Country_1,120.34360042856234
Country_1,98.91984817629499
Country_1,115.05299346838036
Country_1,105.42454037571451
Country_1,90.32320368092314
Country_1,105.4209340826262
Country_1,123.07054849698955
Country_1,99.46260941335073
Country_1,123.4696548372101
Country_1,60.703823438653835
Country_1,112.32853756562835
Country_1,101.30570602357257
Country_1,95.51488974301199
Country_1,101.37641164803253
Country_1,70.18646628098661
Country_1,96.70492168243732
Country_1,105.35668857267619
Country_1,122.16841067112274
Country_1,92.22594672589528
Country_1,87.87259595660218
Country_1,92.47364434623195
Country_1,113.73103176553111
Country_1,104.93126664489526
Country_1,92.05359694349441
Country_1,107.69901149670034
Country_1,101.4561632402206
Country_1,114.52967485799334
Country_1,89.46920359183972
Country_1,95.08506780103347
Country_1,94.11837770301764
Country_1,78.04727577801822
Country_1,104.44180415596864
Country_1,103.91582908269834
Country_1,100.07670184963692
Country_1,96.4811929993728
Country_1,78.76943886924379
Country_1,93.69032015851961
Country_1,94.85928225209845
Country_1,87.96584096167572
Country_1,97.58071432500986
Country_1,106.06076285221808
Country_1,128.29278851815795
Country_1,102.61866719247759
Country_1,103.86325586084146
Country_1,98.8833112635075
Country_1,71.21843177051437
Country_1,99.60229186826174
Country_1,100.90345314911539
Country_1,136.9486316872793
