x,y
-3.0,-1.0710235449726127
-2.97,-1.0601477230955827
-2.94,-1.0477844462208272
-2.91,-1.0342029491667957
-2.88,-1.0196993090517166
-2.85,-1.0045897646485569
-2.82,-0.9892035810790244
-2.79,-0.9738756199828174
-2.76,-0.958938781907107
-2.73,-0.9447164905251022
-2.7,-0.9315153873471285
-2.67,-0.9196184008542152
-2.64,-0.9092783455690225
-2.61,-0.9007121946710588
-2.58,-0.8940961546299673
-2.55,-0.8895616523120726
-2.52,-0.8871923245160623
-2.49,-0.8870220773740047
-2.46,-0.8890342590196761
-2.43,-0.8931619639171416
-2.4,-0.899289461820431
-2.37,-0.9072547190709108
-2.34,-0.9168529554000362
-2.31,-0.9278411561427145
-2.2800000000000002,-0.9399434383030272
-2.25,-0.9528571497316382
-2.2199999999999998,-0.9662595642037644
-2.19,-0.9798150217980975
-2.16,-0.9931823539713279
-2.13,-1.0060224263247874
-2.1,-1.0180056294130533
-2.0700000000000003,-1.0288191491087129
-2.04,-1.0381738529869569
-2.01,-1.0458106378172694
-1.98,-1.0515060953538269
-1.95,-1.0550773689296444
-1.92,-1.0563860915384762
-1.8900000000000001,-1.0553413167249541
-1.86,-1.0519013762343379
-1.83,-1.0460746224906643
-1.8,-1.037919039034736
-1.77,-1.0275407274988633
-1.74,-1.0150913049524675
-1.71,-1.0007642699548474
-1.6800000000000002,-0.9847904188487036
-1.6500000000000001,-0.9674324151999499
-1.62,-0.9489786343563675
-1.59,-0.9297364214320222
-1.56,-0.9100249142596676
-1.53,-0.890167592692732
-1.5,-0.8704847218613639
-1.47,-0.8512858594538731
-1.44,-0.832862595750647
-1.4100000000000001,-0.8154816900124859
-1.3800000000000001,-0.7993787580344613
-1.35,-0.7847526534170993
-1.32,-0.7717606696539657
-1.29,-0.7605146718351146
-1.26,-0.7510782460296024
-1.23,-0.7434649317020827
-1.2000000000000002,-0.7376375783471187
-1.1700000000000002,-0.7335088424315562
-1.1400000000000001,-0.73094281528177
-1.11,-0.729757747308251
-1.08,-0.7297298094892374
-1.05,-0.7305978098845901
-1.02,-0.7320687616376023
-0.9900000000000002,-0.7338241799210812
-0.96,-0.7355269690178926
-0.9300000000000002,-0.736828747556643
-0.8999999999999999,-0.7373774501421023
-0.8700000000000001,-0.7368250374431257
-0.8399999999999999,-0.7348351443631644
-0.81,-0.7310904972713282
-0.7800000000000002,-0.7252999363820041
-0.75,-0.7172048881212434
-0.7200000000000002,-0.7065851445104798
-0.69,-0.6932638219583718
-0.6600000000000001,-0.6771113900353922
-0.6299999999999999,-0.6580486814067584
-0.6000000000000001,-0.6360488166580799
-0.5700000000000003,-0.6111380017627189
-0.54,-0.5833951808770305
-0.5100000000000002,-0.5529505524565601
-0.48,-0.5199829818029041
-0.4500000000000002,-0.48471636752228203
-0.41999999999999993,-0.4474150424650632
-0.3900000000000001,-0.4083783110116366
-0.3600000000000003,-0.36793424360483
-0.33000000000000007,-0.3264328657834443
-0.30000000000000027,-0.284238892284821
-0.27,-0.24172416676289918
-0.2400000000000002,-0.19925997409083088
-0.20999999999999996,-0.15720939494027983
-0.18000000000000016,-0.11591987129026396
-0.1499999999999999,-0.07571614673593574
-0.1200000000000001,-0.036893737043418195
-0.0900000000000003,0.00028692548810721474
-0.06000000000000005,0.03560554538341706
-0.03000000000000025,0.06888610455478382
0.0,0.1
0.029999999999999805,0.1288681110324242
0.06000000000000005,0.15546175244170415
0.08999999999999986,0.17980249498242767
0.1200000000000001,0.2019608600253538
0.1499999999999999,0.2220539205107
0.17999999999999972,0.24024186494439648
0.20999999999999996,0.25672360451862525
0.23999999999999977,0.2717315249861652
0.27,0.28552550418150746
0.2999999999999998,0.2983863326183611
0.33000000000000007,0.3106086880220975
0.3599999999999999,0.3224938246662121
0.3899999999999997,0.33434214474137885
0.41999999999999993,0.3464458215450918
0.44999999999999973,0.3590816429777339
0.48,0.3725042386946551
0.5099999999999998,0.38693984540951526
0.54,0.40258075247361824
0.5699999999999998,0.41958055425210056
0.5999999999999996,0.43805031733799044
0.6299999999999999,0.4580557497124901
0.6599999999999997,0.47961543605361906
0.69,0.5027001790395107
0.7199999999999998,0.52723346124365
0.75,0.5530930166533312
0.7799999999999998,0.5801134755419757
0.81,0.6080900219662134
0.8399999999999999,0.6367829800950244
0.8699999999999997,0.6659232244334989
0.8999999999999999,0.6952182902559464
0.9299999999999997,0.7243590446352443
0.96,0.753026765705782
0.9899999999999998,0.7809004685119711
1.0199999999999996,0.807664310180198
1.0499999999999998,0.8330149053329581
1.08,0.8566683846777644
1.1099999999999994,0.8783670355015327
1.1399999999999997,0.8978853722496017
1.17,0.9150354982512388
1.2000000000000002,0.9296716356771919
1.2299999999999995,0.9416937196157762
1.2599999999999998,0.9510499733062853
1.29,0.957738404593617
1.3200000000000003,0.9618071880456716
1.3499999999999996,0.9633539223549147
1.38,0.9625237780595327
1.4100000000000001,0.9595065756948447
1.4399999999999995,0.954532858657098
1.4699999999999998,0.9478690477850606
1.5,0.9398117854283691
1.5300000000000002,0.930681595108121
1.5599999999999996,0.9208159983721975
1.5899999999999999,0.9105622427567227
1.62,0.9002698036092089
1.6499999999999995,0.8902828277095057
1.6799999999999997,0.8809326880253665
1.71,0.8725308165289271
1.7400000000000002,0.8653619758329877
1.7699999999999996,0.8596781206205666
1.7999999999999998,0.8556929866578006
1.83,0.8535775288954167
1.8599999999999994,0.8534563111438171
1.8899999999999997,0.855404928478917
1.92,0.8594485203796507
1.9500000000000002,0.8655614081340457
1.9799999999999995,0.8736678648287546
2.01,0.8836440008238399
2.04,0.8953207225815167
2.0699999999999994,0.9084876986270926
2.0999999999999996,0.9228982438138544
2.13,0.9382750124492109
2.16,0.9543163726802609
2.1899999999999995,0.9707033192412526
2.2199999999999998,0.9871067695769034
2.25,1.003195079745989
2.2799999999999994,1.0186416115726054
2.3099999999999996,1.0331321813590797
2.34,1.0463722231308115
2.37,1.0580935057898366
2.3999999999999995,1.0680602535669292
2.4299999999999997,1.076074532556825
2.46,1.081980782596998
2.49,1.0856693929374426
2.5199999999999996,1.0870792416162633
2.55,1.086199141721591
2.58,1.0830681622619394
2.6099999999999994,1.0777748166335468
2.6399999999999997,1.0704551370971127
2.67,1.061289678686732
2.7,1.050499520009107
2.7299999999999995,1.0383413509115245
2.76,1.0251017574969168
2.79,1.0110908329831796
2.8199999999999994,0.9966352580371899
2.8499999999999996,0.98207100612179
2.88,0.9677358378089658
2.91,0.9539617527455755
2.9399999999999995,0.9410675689030038
2.9699999999999998,0.9293517958777769
3.0,0.9190859624008483
