"x.1","x.2","y.1","y.2","z.1","z.2"
-0.4,0,0,0,0,0
-0.441294940333062,0,0.0169292572177316,0,0,0
-0.479441543514533,0,0.0712129459790794,0,0,0
-0.511627873691472,0,0.167898354890276,0,0,0
-0.532932693727177,0,0.31037746979117,0,0,0
-0.536261410410998,0,0.498727350267183,0,0,0
-0.513168321176326,0,0.728569208200745,0,0,0
-0.455434918438827,0,0.990833290314988,0,0,0
-0.357056224057574,0,1.27259471627402,0,0,0
-0.216153785089679,0,1.5588631990132,0,0,0
-0.0363206423773684,0,1.83494648903301,0,0,0
0.172984325002169,0,2.08883947553309,0,0,0
0.397164063130612,0,2.31306809685529,0,0,0
0.618245525022232,0,2.50554827904391,0,0,0
0.817346114798005,0,2.66926959071256,0,0,0
0.977347559478995,0,2.8109118120095,0,0,0
1.08523129361329,0,2.9387672231819,0,0,0
1.13361002422834,0,3.06049988621283,0,0,0
1.12118034871283,0,3.18128487924367,0,0,0
1.05207392077905,0,3.30273754175629,0,0,0
0.934337187994306,0,3.42280865033453,0,0,0
0.777960034057219,0,3.53655669126495,0,0,0
0.592955585545093,0,3.6374892432112,0,0,0
0.387948311239203,0,3.71905101522422,0,0,0
0.169568751670825,0,3.77585141249174,0,0,0
-0.0572772674829495,0,3.80435478832917,0,0,0
-0.288439439164341,0,3.80295342879687,0,0,0
-0.519220040486609,0,3.77154139912249,0,0,0
-0.74319534495524,0,3.71084529679491,0,0,0
-0.951587793517097,0,3.62180736744423,0,0,0
-1.13346820703107,0,3.50525299063965,0,0,0
-1.27684241981545,0,3.36193756566193,0,0,0
-1.37043180321698,0,3.19290922572871,0,0,0
-1.40575543618365,0,3,0,0,0
-1.37901577514874,0,2.78621099060511,0,0,0
-1.29230820468559,0,2.55580068950432,0,0,0
-1.15381511272133,0,2.31400149794937,0,0,0
-0.976873656483003,0,2.06643439395937,0,0,0
-0.778067245021563,0,1.81841218184891,0,0,0
-0.574719587606169,0,1.57437316689428,0,0,0
-0.382310270372716,0,1.33764897879642,0,0,0
-0.212347484084725,0,1.11065378495328,0,0,0
-0.0711226515209687,0,0.895426717615056,0,0,0
0.0404391041800461,0,0.694319627137929,0,0,0
0.125877100784249,0,0.510549615376509,0,0,0
0.19152833215702,0,0.348360418527691,0,0,0
0.244548470124391,0,0.212656493476725,0,0,0
0.29112352239084,0,0.108153523280121,0,0,0
0.335298521214628,0,0.0382712726519029,0,0,0
0.37866756878111,0,0.00411720586079014,0,0,0
0.420929665125438,0,0.00392598141510615,0,0,0
0.46107901684384,0,0.0332168007101327,0,0,0
0.498827588550276,0,0.0857317091561766,0,0,0
0.535795359383935,0,0.154979689185003,0,0,0
0.576066046734578,0,0.236005932509534,0,0,0
0.625876995844478,0,0.326898990132608,0,0,0
0.69244766176561,0,0.429579434714928,0,0,0
0.782191010444907,0,0.549580917574853,0,0,0
0.898734214672707,0,0.694795547583531,0,0,0
1.04125153551658,0,0.87343826047962,0,0,0
1.2035620634004,0,1.09170851039813,0,0,0
1.37427880476217,0,1.35172669800827,0,0,0
1.53805356664806,0,1.65026671844915,0,0,0
1.67770369987756,0,1.97860871574754,0,0,0
1.77679595439572,0,2.32355200039139,0,0,0
1.82215182624163,0,2.66933623462574,0,0,0
1.80575543618365,0,3,0,0,0
1.7256850933016,0,3.30161830101644,0,0,0
1.58591852036996,0,3.56392428041191,0,0,0
1.395122577685,0,3.78101161443968,0,0,0
1.16476684446912,0,3.95107336988558,0,0,0
0.907040679407392,0,4.07538417141501,0,0,0
0.633071911105238,0,4.15690507295417,0,0,0
0.351839404649773,0,4.1989409425418,0,0,0
0.0699700385507941,0,4.20420335515144,0,0,0
-0.20763428432982,0,4.174461064205,0,0,0
-0.476618871160011,0,4.11075446856715,0,0,0
-0.731874127678635,0,4.01397615136106,0,0,0
-0.966567182464761,0,3.8855283709031,0,0,0
-1.17187348825693,0,3.72778237594577,0,0,0
-1.33758289805255,0,3.54417033719262,0,0,0
-1.45351235911434,0,3.33889596442278,0,0,0
-1.51142688404649,0,3.11639788124973,0,0,0
-1.50701166770169,0,2.88078919069947,0,0,0
-1.44139308713595,0,2.63549830092066,0,0,0
-1.32178824846562,0,2.38325237419994,0,0,0
-1.16105305426794,0,2.12640802548214,0,0,0
-0.976151293614668,0,1.86749477328649,0,0,0
-0.785819879497352,0,1.60974652438553,0,0,0
-0.607895563647478,0,1.35738915234134,0,0,0
-0.456849041175266,0,1.11553292050955,0,0,0
-0.342023277598253,0,0.889660713446435,0,0,0
-0.26690631219047,0,0.684857640388462,0,0,0
-0.229526025236532,0,0.505039144103145,0,0,0
-0.223795483781758,0,0.352460566267519,0,0,0
-0.241426267389908,0,0.227716333964211,0,0,0
-0.273915084118694,0,0.130280779945424,0,0,0
-0.314122306750103,0,0.059453403049588,0,0,0
-0.357094400844445,0,0.0154115952523334,0,0,0
-0.4,0,2.39961565225897e-31,0,0,0
-0.399194670588754,0,0,0,0.0253695678626258,0
-0.440406446168353,0,0.0169275682750933,0,0.0280458977308221,0
-0.478475501740507,0,0.0711986305466041,0,0.030679164449586,0
-0.510592179488313,0,0.167848758233696,0,0.0332269977716798,0
-0.531837343759081,0,0.310260543563106,0,0.0356484021051991,0
-0.535118251995858,0,0.498507358703048,0,0.037904416147993,0
-0.511990735797965,0,0.728214788194215,0,0.0399587397896001,0
-0.454237450590654,0,0.990326056354673,0,0.0417783181936148,0
-0.3558541683793,0,1.2719362675691,0,0.0433338736623784,0
-0.214962746264773,0,1.55807862047453,0,0.0446003767260943,0
-0.0351560832439804,0,1.83408320159478,0,0.0455574488763666,0
0.174107531245792,0,2.08796139300336,0,0.0461896904640285,0
0.398232060888999,0,2.3122461939087,0,0.0464869284852623,0
0.619245869407445,0,2.5048495584046,0,0.0464443802690387,0
0.818268116102018,0,2.66874681866599,0,0.0460627304320841,0
0.97818256698764,0,2.81059617143083,0,0.0453481198631414,0
1.08597290891688,0,2.93866528056246,0,0.044312046913771,0
1.13425423671945,0,3.06059519743491,0,0.0429711823855703,0
1.12172558875948,0,3.18154346364947,0,0.0413471012907349,0
1.05252102902117,0,3.30311562651491,0,0.0394659357020368,0
0.934689302225136,0,3.42326073108471,0,0.0373579542779907,0
0.77822239811128,0,3.53704213216894,0,0.0350570752288079,0
0.593135287412848,0,3.63797625811605,0,0.0326003205596971,0
0.388053960165013,0,3.71951772084916,0,0.030027220372942,0
0.169610106173394,0,3.77628446314712,0,0.0273791768137576,0
-0.0572897069784374,0,3.80474665819085,0,0.0246987978942757,0
-0.288494858138915,0,3.80329956813288,0,0.0220292119146795,0
-0.519307742928295,0,3.77183825270029,0,0.0194133735127094,0
-0.743305174944546,0,3.71108965712921,0,0.0168933725074616,0
-0.951710530419064,0,3.62199694089848,0,0.014509756658444,0
-1.13359591989734,0,3.50538758775782,0,0.0123008792369461,0
-1.27696876810222,0,3.36202013650876,0,0.0103022819075475,0
-1.37055227289336,0,3.19294608998158,0,0.00854612284943001,0
-1.40586750266904,0,3,0,0.00706065931923644,0
-1.37911898719096,0,2.78618376898272,0,0.00586979298123372,0
-1.29240418617791,0,2.55575467889665,0,0.00499268532058731,0
-1.15390748245107,0,2.31394236297028,0,0.0044434493278921,0
-0.976967868799046,0,2.06636452666751,0,0.00423092241587068,0
-0.778170357294333,0,1.81833147056426,0,0.00435852422209446,0
-0.574839963027292,0,1.57428077338791,0,0.00482420158573505,0
-0.382457227005568,0,1.3375454508377,0,0.00562046158369054,0
-0.212530903046138,0,1.1105426576797,0,0.00673449209452314,0
-0.0713525586770333,0,0.895314896545638,0,0.00814836795028912,0
0.0401529676391314,0,0.694216266228139,0,0.00983933935920119,0
0.125525703099704,0,0.510463770278005,0,0.0117801979582944,0
0.19110375544294,0,0.348298272295518,0,0.0139397146061714,0
0.244044279563444,0,0.212619227723848,0,0.0162831418715779,0
0.290535086506212,0,0.108136821233822,0,0.0187727731325785,0
0.33462327128961,0,0.0382669869561913,0,0.0213685492902193,0
0.377905187679671,0,0.00411702353661826,0,0.024028703334425,0
0.420082198302837,0,0.00392618408760988,0,0.0267104323908266,0
0.460150901134222,0,0.0332226913017037,0,0.0293705864350323,0
0.497825597277185,0,0.0857601494757963,0,0.0319663625926731,0
0.534728465352913,0,0.155058545499234,0,0.0344559938536737,0
0.574945207625586,0,0.23616999220755,0,0.0367994211190802,0
0.624714869318923,0,0.32718289315886,0,0.0389589377669572,0
0.691258260137202,0,0.430009081463382,0,0.0408997963660504,0
0.780989306943851,0,0.550165395991756,0,0.0425907677749625,0
0.897535715080041,0,0.695521677483606,0,0.0440046436307285,0
1.04007183019667,0,0.874269338882088,0,0.0451186741415611,0
1.20241637546953,0,1.09258787700088,0,0.0459149341395166,0
1.37318155027398,0,1.35258557558847,0,0.0463806115031571,0
1.53701794224746,0,1.65103473133003,0,0.0465082133093809,0
1.67674131238866,0,1.97922483494801,0,0.0462956863973595,0
1.77591650530246,0,2.3239735815339,0,0.0457464504046643,0
1.82136286204603,0,2.66954431969941,0,0.0448693427440179,0
1.80506217325779,0,3,0,0.0436784764060152,0
1.72509032317061,0,3.30143629873031,0,0.0421930128758216,0
1.5854225984715,0,3.56360018665357,0,0.0404368538177041,0
1.39472349565061,0,3.78059102023247,0,0.0384382564883055,0
1.16446038297211,0,3.9506000243501,0,0.0362293790668076,0
0.906820635729872,0,4.07489459705613,0,0.0338457632177899,0
0.632930392897086,0,4.15642606478055,0,0.0313257622125423,0
0.351767178982153,0,4.19848983089954,0,0.0287099238105721,0
0.0699569233916541,0,4.20379020048586,0,0.0260403378309759,0
-0.207599000599875,0,4.17409158467005,0,0.023359958911494,0
-0.476545997561281,0,4.11043254841343,0,0.0207119153523097,0
-0.731774141577021,0,4.01370517631571,0,0.0181388151655545,0
-0.966449819309363,0,3.88531121891384,0,0.0156820604964437,0
-1.17174736506566,0,3.72762044591872,0,0.0133811814472609,0
-1.33745518435323,0,3.54406233962373,0,0.0112732000232148,0
-1.4533885073053,0,3.33883722672249,0,0.00939203443451669,0
-1.51131042896441,0,3.11638065172323,0,0.00776795333968135,0
-1.50690410265443,0,2.88080397661694,0,0.00642708881148058,0
-1.44129382086565,0,2.63553582449102,0,0.0053910158621102,0
-1.32169464455335,0,2.38330544734482,0,0.00467640529316749,0
-1.16096055148328,0,2.12647263683578,0,0.00429475545621293,0
-0.976053602759443,0,1.86756995359575,0,0.00425220723998931,0
-0.785709249500245,0,1.60983301096649,0,0.0045494452612231,0
-0.607763107136082,0,1.3574873423251,0,0.00518168684888504,0
-0.456685107575565,0,1.11564090925131,0,0.00613875899915733,0
-0.341817860067821,0,0.889773234779121,0,0.00740526206287322,0
-0.266649473443689,0,0.684966434403175,0,0.00896081753163679,0
-0.229208326613062,0,0.505134762433903,0,0.0107803959356515,0
-0.223408401769113,0,0.352535057060993,0,0.0128347195772586,0
-0.24096258224238,0,0.227765831345769,0,0.0150907336200525,0
-0.273369226202548,0,0.130306919637551,0,0.0175121379535718,0
-0.31349064775333,0,0.0594627633815724,0,0.0200599712756656,0
-0.356375478963965,0,0.0154129618542377,0,0.0226932379944295,0
-0.399194670588754,0,2.39961565225897e-31,0,0.0253695678626258,0
-0.396781925132318,0,0,0,0.0506369814294997,0
-0.437744541326639,0,0.0169225082479544,0,0.055978864530107,0
-0.475581266327692,0,0.071155741892372,0,0.0612347947319535,0
-0.507489267253851,0,0.167700167972188,0,0.0663202021505949,0
-0.528555704442516,0,0.309910235699567,0,0.071153260677002,0
-0.531693379845906,0,0.497848269839029,0,0.0756562045902855,0
-0.508462721383579,0,0.727152955298901,0,0.0797565798372557,0
-0.450649868826522,0,0.988806396925862,0,0.083388409845261,0
-0.352252841598434,0,1.26996357279487,0,0.086493257109939,0
-0.211394425683032,0,1.55572804407937,0,0.0890211634765376,0
-0.0316670951124226,0,1.83149681543394,0,0.0909314539853257,0
0.177472627221548,0,2.08533068114257,0,0.0921933913469218,0
0.40143175371413,0,2.30978379458204,0,0.0927866705167862,0
0.622242874529311,0,2.50275620998806,0,0.0927017454109885,0
0.821030407440221,0,2.66718060754479,0,0.0919399825062719,0
0.980684227233049,0,2.80965052066804,0,0.0905136388529303,0
1.08819476860459,0,2.9383598631911,0,0.0884456648542811,0
1.13618428017645,0,3.06088074731649,0,0.0857693349860849,0
1.12335911341021,0,3.18231817563871,0,0.0825277123977738,0
1.05386055340044,0,3.3042483583769,0,0.0787729560102576,0
0.935744227077893,0,3.42461515296562,0,0.0745654812593612,0
0.779008433826019,0,3.53849650018174,0,0.0699729879888456,0
0.593673669420117,0,3.63943534179349,0,0.0650693711345803,0
0.388370481531506,0,3.72091595846515,0,0.0599335317273624,0
0.169734003161112,0,3.77758187137112,0,0.054648107345796,0
-0.057326975375443,0,3.8059206898543,0,0.049298142446718,0
-0.288660891909985,0,3.80433659235995,0,0.0439697199680517,0
-0.519570497106572,0,3.77272761810909,0,0.0387485762221122,0
-0.743634222665858,0,3.7118217541793,0,0.0337187213662463,0
-0.952078246906782,0,3.62256489791584,0,0.0289610876479527,0
-1.13397854424153,0,3.50579083713722,0,0.0245522271747237,0
-1.27734730420256,0,3.3622675165656,0,0.0205630801619796,0
-1.37091319683363,0,3.19305653430086,0,0.0170578334784462,0
-1.40620325087303,0,3,0,0.01409288785541,0
-1.37942820771916,0,2.78610221372743,0,0.0117159503778389,0
-1.29269174417127,0,2.55561683234214,0,0.00996526685952578,0
-1.15418421969999,0,2.31376519614869,0,0.00886900645362853,0
-0.977250126387431,0,2.06615520612284,0,0.00844480840045035,0
-0.778479278915915,0,1.81808966170618,0,0.00869949820546051,0
-0.575200604581325,0,1.57400396490487,0,0.00962897781435624,0
-0.382897505161633,0,1.33723528383208,0,0.0112182915522905,0
-0.213080421366956,0,1.11020972332926,0,0.0134418667662787,0
-0.0720413543902542,0,0.894979883601364,0,0.0162639252987581,0
0.0392957101872477,0,0.693906599696673,0,0.0196390591715364,0
0.124472925000522,0,0.510206580650406,0,0.0235129612171582,0
0.189831734921276,0,0.34811208383994,0,0.0278232989015592,0
0.242533738078041,0,0.212507580521251,0,0.0325007172778723,0
0.28877214827595,0,0.10808678234817,0,0.0374699549334855,0
0.332600240507678,0,0.0382541471260404,0,0.0426510549743432,0
0.37562111421497,0,0.00411647729825764,0,0.0479606515613034,0
0.417543210284821,0,0.00392679128903051,0,0.053313311297696,0
0.457370291199759,0,0.0332403393570833,0,0.0586229078846562,0
0.494823658123122,0,0.0858453559155259,0,0.063804007925514,0
0.531532079265556,0,0.155294796915378,0,0.0687732455811271,0
0.571587203522109,0,0.236661510691098,0,0.0734506639574402,0
0.62123316921561,0,0.328033459060334,0,0.0777610016418412,0
0.687694844552542,0,0.431296291672927,0,0.081634903687463,0
0.777389035276549,0,0.551916477754167,0,0.0850100375602413,0
0.893945042236899,0,0.697697143315005,0,0.0878320960927208,0
1.0365374644939,0,0.876759227630092,0,0.0900556713067089,0
1.19898392495785,0,1.0952224359102,0,0.0916449850446432,0
1.36989420506596,0,1.35515874993219,0,0.0925744646535389,0
1.53391523913961,0,1.65333567745587,0,0.092829154458549,0
1.67385802511674,0,1.98107071165487,0,0.0924049564053709,0
1.7732816992538,0,2.32523662740293,0,0.0913086959994736,0
1.81899914633959,0,2.67016773703527,0,0.0895580124811605,0
1.80298517600535,0,3,0,0.0871810750035894,0
