time,signal
0.0,0.017640523459676642
0.01,0.030977734496933522
0.02,0.04975737518068689
0.03,0.07959827465321384
0.04,0.10188101343760285
0.05,0.09297621044706159
0.06,0.10595429134002961
0.07,0.10623981217983346
0.08,0.10729811671368633
0.09,0.11330923433772778
0.1,0.11523486869405805
0.11,0.1292518691886218
0.12,0.13281265223903427
0.13,0.12804570829790077
0.14,0.12579079908766366
0.15,0.12100831251778206
0.16,0.1266308010339522
0.17,0.11197676759885578
0.18,0.10273310072843381
0.19,0.08094021337384043
0.2,0.04347089216532861
0.21,0.04217872341831158
0.22,0.040547180405666794
0.23,0.020505072836539254
0.24,0.03165799746154919
0.25,0.001114302086467206
0.26,-0.011163424797006317
0.27,-0.025619249137546093
0.28,-0.0220989244044228
0.29,-0.021435359506412937
0.3,-0.0353361841639227
0.31,-0.04548011984252304
0.32,-0.06711917776719097
0.33,-0.09610900344031001
0.34,-0.10352149967501936
0.35000000000000003,-0.10421742392008271
0.36,-0.09338590645492297
0.37,-0.08381390982089212
0.38,-0.09058544902717243
0.39,-0.09370532798274292
0.4,-0.10188773697411671
0.41000000000000003,-0.11023558646001631
0.42,-0.11766778576777034
0.43,-0.08475408135082277
0.44,-0.0798577165097391
0.45,-0.07249525986703102
0.46,-0.07193363349043426
0.47000000000000003,-0.04848917478986927
0.48,-0.050568056559302466
0.49,-0.0357013433269218
0.5,-0.027923036049702876
0.51,-0.006459099998173807
0.52,0.004211256264905792
0.53,0.008093012580278381
0.54,0.024380054186703744
0.55,0.04357988921937527
0.56,0.056676292110579896
0.5700000000000001,0.07043268982090463
0.58,0.072670692040331
0.59,0.0772253001785054
0.6,0.0775268019164933
0.61,0.08024084859367625
0.62,0.07694398236629954
0.63,0.06382473395128643
0.64,0.07054674149254164
0.65,0.06842375100401911
0.66,0.052335429184277055
0.67,0.057828267047078344
0.68,0.04619639743329204
0.6900000000000001,0.04371228705944123
0.7000000000000001,0.04581204779852514
0.71,0.03884914268612189
0.72,0.04057079512220507
0.73,0.015597798931722338
0.74,0.008966131573797801
0.75,-0.009768670523971462
0.76,-0.029239205822911007
0.77,-0.04433510509674361
0.78,-0.05586548871325384
0.79,-0.06321301840854382
0.8,-0.08274181096350203
0.81,-0.0790659246987563
0.8200000000000001,-0.0810824271962592
0.8300000000000001,-0.10309561734131976
0.84,-0.09088001190444053
0.85,-0.07647204704838463
0.86,-0.07118502425000586
0.87,-0.07946041166023242
0.88,-0.0938553642405978
0.89,-0.08281496335286709
0.9,-0.08651770035846555
0.91,-0.07122703473123401
0.92,-0.06658483314736427
0.93,-0.05267226066995154
0.9400000000000001,-0.04493115751431609
0.9500000000000001,-0.03245333722025448
0.96,-0.026517126199441247
0.97,-0.0012214821926035888
0.98,0.005539556399731131
0.99,0.016382981321022498
1.0,0.04250617487536588
1.01,0.03385684531117858
1.02,0.029622361919914065
1.03,0.05039815517255162
1.04,0.047567163672592026
1.05,0.07771678198164687
1.06,0.07982385399814775
1.07,0.07888504350522685
1.08,0.10516353513919117
1.09,0.12226074965269546
1.1,0.13979890346172757
1.11,0.1438809113857137
1.12,0.12856726487185194
1.1300000000000001,0.14245377846772186
1.1400000000000001,0.13046846319123362
1.1500000000000001,0.129525880656165
1.16,0.128136124956445
1.17,0.11371070429429435
1.18,0.10716284471183152
1.19,0.10233000510999288
1.2,0.09027752593154692
1.21,0.0629705600705273
1.22,0.05190811623927519
1.23,0.0504921295581949
1.24,0.02656609815667263
1.25,0.009992718876699384
1.26,-0.008703512622430066
1.27,-0.0032407676052978902
1.28,-0.012381817940243813
1.29,-0.024098634949848492
1.3,-0.046765324674803044
1.31,-0.05322664194313366
1.32,-0.07132696277063195
1.33,-0.07942777615998466
1.34,-0.09274340519206084
1.35,-0.09019222324887925
1.36,-0.08844004198844659
1.37,-0.09387136452525634
1.3800000000000001,-0.09098646119062824
1.3900000000000001,-0.10194123655487423
1.4000000000000001,-0.11305777487804433
1.41,-0.1007867436205735
1.42,-0.09120229069414243
1.43,-0.0762434062220067
1.44,-0.043961795486165356
1.45,-0.029280627528956785
1.46,-0.03315275366623706
1.47,-0.013342816523738251
1.48,-0.01881274781765986
1.49,-0.012190738732660399
1.5,-0.00040193148623421257
1.51,0.029337676904513714
1.52,0.031179681531411877
1.53,0.03371482816268639
1.54,0.04465471959284597
1.55,0.04926127972682487
1.56,0.07192900823650752
1.57,0.0690965235201382
1.58,0.0664452660113657
1.59,0.07137756365000636
1.6,0.0744833601555501
1.61,0.10063994138236557
1.62,0.1112710178569929
1.6300000000000001,0.11006767200668509
1.6400000000000001,0.09437864038033746
1.6500000000000001,0.1003970986538006
1.6600000000000001,0.0848128221797715
1.67,0.0643429739492554
1.68,0.07248346988874936
1.69,0.06788429384840022
1.7,0.06752009573628846
1.71,0.058519636543915905
1.72,0.05384993264540666
1.73,0.03230783946685402
1.74,0.00828131081546978
1.75,0.003334691753058609
1.76,-0.017837205307904138
1.77,-0.03610693775835418
1.78,-0.050568634785742604
1.79,-0.05926318303557522
1.8,-0.07139639997875868
1.81,-0.0925348656229601
1.82,-0.10320267176792913
1.83,-0.12807773649722418
1.84,-0.11996384856212222
1.85,-0.13526334685389862
1.86,-0.14215089852008883
1.87,-0.13524145619348155
1.8800000000000001,-0.136213124587589
1.8900000000000001,-0.11260893569569988
1.9000000000000001,-0.11980774139940031
1.9100000000000001,-0.10803655711300783
1.92,-0.09919749909047848
1.93,-0.10082057855968737
1.94,-0.08268256344604387
1.95,-0.07214276922263255
1.96,-0.05139917944705712
1.97,-0.031216847785571787
1.98,0.0013446667047218828
1.99,0.022293881981865257
2.0,0.024822285674799827
2.0100000000000002,0.030462300224317087
2.02,0.050544589408318796
2.0300000000000002,0.06438649646584825
2.04,0.07715239818608198
2.05,0.06633335101526365
2.06,0.07439681755403779
2.07,0.07453600089270974
2.08,0.08517266593150544
2.09,0.09010695844082951
2.1,0.10389980524518468
2.11,0.10860095123722227
2.12,0.11615801300255317
2.13,0.10852910184128677
2.14,0.09592885829927673
2.15,0.08912218304196778
2.16,0.08541365136528618
2.17,0.08407411960410999
2.18,0.09935075721322512
2.19,0.08628937059687602
2.2,0.06382085984028987
2.21,0.04884386406654803
2.22,0.03272381429291188
2.23,0.026336307349237757
2.24,-0.001673307898817488
2.25,-0.010998785964306632
2.2600000000000002,-0.01997330229227724
2.27,-0.02863851791151252
2.2800000000000002,-0.04587184543471558
2.29,-0.057971786040770856
2.3000000000000003,-0.08103976352197062
2.31,-0.09161386981834026
2.32,-0.10144105491106915
2.33,-0.10024091461651398
2.34,-0.11498712524892157
2.35,-0.10735619285465382
2.36,-0.09331377447082566
2.37,-0.11647850188521061
2.38,-0.10919309960511643
2.39,-0.09914787589737914
2.4,-0.10223255893178122
2.41,-0.10029044157259093
2.42,-0.0937914936742385
2.43,-0.08769148949071065
2.44,-0.0802562707611616
2.45,-0.08520086353662829
2.46,-0.05828483270282389
2.47,-0.034293199480368346
2.48,-0.030940039119940838
2.49,-0.03216812230325067
2.5,-0.010864964963737686
2.5100000000000002,-0.0021200372886268203
2.52,0.014291363353641909
2.5300000000000002,0.024958943917919398
2.54,0.045385920646220435
2.5500000000000003,0.06344221081608699
2.56,0.06501703962086516
2.57,0.06040315777988497
2.58,0.054973042682826434
2.59,0.07246689584326899
2.6,0.06846696185157487
2.61,0.07135064698697804
2.62,0.07183362334577188
2.63,0.07637787892253231
2.64,0.05968732784734421
2.65,0.06543841042232239
2.66,0.0714321327496326
2.67,0.06971972385363773
2.68,0.06189642074656848
2.69,0.0570209266747884
2.7,0.053407798167867754
2.71,0.01605226043436553
2.72,0.03007140278546798
2.73,0.023250814967420763
2.74,0.004684388920376882
2.75,-0.010335697753565104
2.7600000000000002,-0.016058059188301853
2.77,-0.028915837728858144
2.7800000000000002,-0.06043257968577544
2.79,-0.046868961048556194
2.8000000000000003,-0.058814336737300785
2.81,-0.058282303458668284
2.82,-0.07564336020182291
2.83,-0.06791627851969302
2.84,-0.07409669038725786
2.85,-0.07560147899902327
2.86,-0.09271259278841251
2.87,-0.08317499280666951
2.88,-0.0792908981995362
2.89,-0.06841664207655146
2.9,-0.0769784580635329
2.91,-0.08045168559174273
2.92,-0.05318092129719924
2.93,-0.06206461441872739
2.94,-0.05754412735075383
2.95,-0.03847678156888307
2.96,-0.030576455857176832
2.97,-0.016574148361798755
2.98,-0.01229375475439382
2.99,0.0014629662939598092
3.0,-0.0016060757515916895
3.0100000000000002,0.027799686543011962
3.02,0.036186389293710985
3.0300000000000002,0.039276577125976875
3.04,0.05685665057456435
3.0500000000000003,0.061278960858228794
3.06,0.057159309424380314
3.0700000000000003,0.05433625691460879
3.08,0.07277299986880117
3.09,0.07934074002236322
3.1,0.08464636645402128
3.11,0.10044282470424186
3.12,0.09034716621384342
3.13,0.08475438125109724
3.14,0.08205942787362196
3.15,0.08281086665000517
3.16,0.07999487216848974
3.17,0.07297720915210346
3.18,0.06705602183415005
3.19,0.059198196333206464
3.2,0.04400388845303897
3.21,0.027948988030392155
3.22,0.022997660024058918
3.23,0.004649240172457866
3.24,-0.015594759187977826
3.25,-0.026152248715479918
3.2600000000000002,-0.03552164380357611
3.27,-0.021122998655192887
3.2800000000000002,-0.040792500763125364
3.29,-0.04200134580560212
3.3000000000000003,-0.04625178052937209
3.31,-0.07008812902316171
3.3200000000000003,-0.07065612440507844
3.33,-0.09103565214443773
3.34,-0.12248039183462654
3.35,-0.11523994642288837
3.36,-0.1322721972461183
3.37,-0.12316576583456193
3.38,-0.12577086453955325
3.39,-0.10289417425490412
3.4,-0.08824030435861008
3.41,-0.08939569234386574
3.42,-0.09042119776802572
3.43,-0.09409498982224511
3.44,-0.08681811004238908
3.45,-0.07661676004146946
3.46,-0.06642701427548092
3.47,-0.050188601298692355
3.48,-0.030035235851803555
3.49,-0.013266544194184698
3.5,-0.008241749687731545
3.5100000000000002,-0.008592365310101418
3.52,0.0212180562062689
3.5300000000000002,0.026928832699442462
3.54,0.03356040566174404
3.5500000000000003,0.041600913467740745
3.56,0.03596017607772286
3.5700000000000003,0.04566730952267006
3.58,0.05394117637522497
3.59,0.07172186435653373
3.6,0.08673014573028695
3.61,0.0914091497114472
3.62,0.10353776051264141
3.63,0.10626035382155911
3.64,0.10335900596769784
3.65,0.1009152520530227
3.66,0.0933326688406081
3.67,0.08281765024943251
3.68,0.07305162223640259
3.69,0.05389991821390901
3.7,0.049666486157090885
3.71,0.0307838246892532
3.72,0.03098977704011826
3.73,0.017607197184049284
3.74,0.0070828211228839795
3.75,0.0004758739644855958
3.7600000000000002,-0.005710566056488189
3.77,-0.034989221580569954
3.7800000000000002,-0.047167237904243875
3.79,-0.0478513572747114
3.8000000000000003,-0.07549430636135962
3.81,-0.07826762991349918
3.8200000000000003,-0.10764110539687437
3.83,-0.11970265551884854
3.84,-0.11897292119747763
3.85,-0.1349986186135499
3.86,-0.14074543135106388
3.87,-0.1493307578670051
3.88,-0.12387148987110708
3.89,-0.11629232820925532
3.9,-0.10422197625014418
3.91,-0.10017327157370434
3.92,-0.09590107470451427
3.93,-0.10260550144880017
3.94,-0.09229507494003014
3.95,-0.08591228680296796
3.96,-0.0618113732143389
3.97,-0.036565653902913796
3.98,-0.010001137692863066
3.99,0.008164962903403435
4.0,0.01095978412770747
4.01,0.010347465809276424
4.0200000000000005,0.03074599173723433
4.03,0.04518706655220995
4.04,0.03734653470647415
4.05,0.05346744480223127
4.0600000000000005,0.0722515639400794
4.07,0.0807491807696835
4.08,0.08560980467066313
4.09,0.08336987639020584
4.1,0.07481681290776925
4.11,0.08962060836053655
4.12,0.08966379851663897
4.13,0.08916699801494721
4.14,0.1068481828807376
4.15,0.10900767788026738
4.16,0.10557297168100108
4.17,0.09820827580405687
4.18,0.10352968466367928
4.19,0.10732925160621212
4.2,0.09990135858345853
4.21,0.08766614164494457
4.22,0.04819873588527478
4.23,0.0354285059629756
4.24,0.019877655321852192
4.25,0.006952562734760174
4.26,0.002589414440447614
4.2700000000000005,-0.03988430988334343
4.28,-0.054799081009818396
4.29,-0.060202527499311626
4.3,-0.07329398652694599
4.3100000000000005,-0.09450802628367105
4.32,-0.08969234018431982
4.33,-0.09201366196473655
4.34,-0.10640044187579488
4.3500000000000005,-0.10498982008207343
4.36,-0.0981053406330834
4.37,-0.09964872774452987
4.38,-0.0916709852222556
4.39,-0.09078846059186696
4.4,-0.09296636811442857
4.41,-0.100325413207247
4.42,-0.0933506279208633
4.43,-0.08240970096596872
4.44,-0.06408345075835606
4.45,-0.05635071505790939
4.46,-0.04161348849805178
4.47,-0.041086163342479456
4.48,-0.03619429650463059
4.49,-0.022909594120927933
4.5,-0.019041656617008327
4.51,0.005145811867781563
4.5200000000000005,0.0234519091651984
4.53,0.038443206304195635
4.54,0.052899554685894475
4.55,0.08285679825002926
4.5600000000000005,0.08347969131632338
