r,theta,area,colors
1.4007346078782394,5.523974874988967,392.41148834156104,5.523974874988967
1.4855016188251613,5.651243024208115,441.3430119064349,5.651243024208115
1.4185600213878362,0.41152150886873834,402.46250685597164,0.41152150886873834
1.133491044934234,2.193943577650916,256.9603897892203,2.193943577650916
1.9555706656491525,3.0397314166159237,764.8513256694938,3.0397314166159237
1.412669691909214,4.756544802407378,399.1271316877748,4.756544802407378
0.4958315174053005,0.35673759806089,49.16977873048857,0.35673759806089
0.3157667018419066,1.43892651972501,19.941721998423105,1.43892651972501
1.3953970428115103,3.9538220393518118,389.4265814174216,3.9538220393518118
1.4399133334879808,1.814754884197211,414.6700815912938,1.814754884197211
0.515488860649642,6.253121584398068,53.1457530907732,6.253121584398068
0.6830935662867486,2.6270104836533945,93.3233640604697,2.6270104836533945
1.9375223353207878,6.18956635004455,750.7985599733838,6.18956635004455
1.3890141955586721,4.790601264351842,385.872087092701,4.790601264351842
0.9327665185199026,0.34887298502619085,174.01067561434795,0.34887298502619085
1.4056253908980516,1.9961858889618205,395.1565479074601,1.9961858889618205
1.0235717479111488,6.0806288069155165,209.53982462437688,6.0806288069155165
1.8574827400827991,0.37572663105889204,690.0484259411007,0.37572663105889204
1.479538597795943,0.050374256607119694,437.80689247359703,0.050374256607119694
1.2448780673474014,3.670887365238197,309.9442805125202,3.670887365238197
1.3030909377670663,4.087426706520895,339.60919841813046,4.087426706520895
0.7936152230488804,5.099410939183741,125.96502445098486,5.099410939183741
1.0864787897828427,2.7328064664802447,236.0872321295981,2.7328064664802447
1.5997990563574294,4.444799317073142,511.8714041444242,4.444799317073142
1.4430894531066178,3.6730234881922623,416.50143393351146,3.6730234881922623
0.5907279622379256,4.449100455447913,69.7919050739544,4.449100455447913
0.32189176113377993,1.5590964510166287,20.722861177161285,1.5590964510166287
0.4122510295259063,3.060334310591665,33.99018226903394,3.060334310591665
0.2686507736260839,1.2621380525510881,14.434647633978678,1.2621380525510881
0.9612100347521699,4.464473996629238,184.78494618165357,4.464473996629238
0.6850436267570328,3.962099510462868,93.85695411208576,3.962099510462868
0.7259385802881317,6.068338854350933,105.39736447014967,6.068338854350933
1.9458352773637861,4.1450218342666565,757.2549853266805,4.1450218342666565
0.22188722323055288,5.359713091722116,9.846787966593041,5.359713091722116
0.7765281781603373,3.0091586358949183,120.59920229540249,3.0091586358949183
1.566131750574103,5.928397619422439,490.5537320312609,5.928397619422439
1.9457945202349591,3.109920232267069,757.223262995279,3.109920232267069
0.9664192106750409,6.060104083396518,186.7932181523538,6.060104083396518
0.6728422108615124,2.704106144859779,90.5433281434016,2.704106144859779
1.1348380724812563,1.2649420550259582,257.5714901505946,1.2649420550259582
0.09588301944569855,3.3781100113647073,1.838710683604841,3.3781100113647073
0.7778740579573566,2.515911935731107,121.017610008609,2.515911935731107
1.8126072901262638,1.4460801102996372,657.1090376437754,1.4460801102996372
0.32203641851252907,2.1677020740562285,20.741490969675354,2.1677020740562285
1.4872422694850758,2.108084844231523,442.37791362862373,2.108084844231523
1.2659483235363338,1.6598591232475635,320.52503157289084,1.6598591232475635
0.6483600354601278,4.8814677099659045,84.07414711637162,4.8814677099659045
1.8447530648094554,4.985187593854352,680.6227740247758,4.985187593854352
0.47445287732334895,5.574618681897133,45.021106560080966,5.574618681897133
1.647891141778388,0.7130847567763612,543.1090430303358,0.7130847567763612
1.5012142806868811,0.5618926052637695,450.72886330764595,0.5618926052637695
0.22756890547197361,0.4725353380020383,10.357521347542413,0.4725353380020383
1.6907224903854887,3.698723523324158,571.7085078990617,3.698723523324158
1.8478642580863982,5.698601129239772,682.9204632626389,5.698601129239772
0.44167358366473075,2.087245281711787,39.015110901449184,2.087245281711787
1.8661077520916056,4.4449714706236545,696.4716284832771,4.4449714706236545
0.9779974871470203,4.197963297206842,191.2958169731772,4.197963297206842
